Organization Name,Contact,FLO ID,Function,Country,Product Type
RoNgol Doung Laen Camis Multi Farming Cooperative,"Camis Village, Ochum Commune, 160505, Cambodia",49116,Producer,Cambodia,Nuts (Cashew Nut)
Rockbern Coffee Group Ltd,"Horizon Industrial Park, Ruiru, Kenya",41189,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Kenya,Coffee (Arabica)
Rockin’ Cat LLC,"567 Lincoln Ave, Bellevue, 15202, United States",43506,"Trader, Trader that is also a Manufacturer/Processor, Licensee",United States,Coffee (Arabica)
Rodelle Inc.,"3461 Precision Drive, Fort Collins, 80528, United States",42865,"Trader, Trader that is also a Manufacturer/Processor, Licensee",United States,"Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
"Rogena Fresh Produce, S.R.L.","Villa Olímpica SN, Los Aserraderos, Mao, 61000, Dominican Republic",49119,"Trader, Exporter",Dominican Republic,Banana (Banana)
Roland Rauschmayer GmbH & Co. KG,"Karlsruher Straße 89, Pforzheim, 75179, Germany",33637,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Germany,Gold & associated Precious Metals (Gold)
Roma NV,"Industrieweg 15, Boom, 2850, Belgium",36223,"Trader, Trader that is also a Manufacturer/Processor",Belgium,"Cane sugar (Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
Rooibos Limited,"P.O. Box 64, Clanwilliam, 8135, South Africa",20992,"Trader, Trader that is also a Manufacturer/Processor, Exporter",South Africa,"Herbs, herbal teas & spices (Rooibos (Aspalathus linearis))"
Roomi Fabrics Limited,"14KM, Khanewal Road, Multan, Pakistan",34448,"Trader, Trader that is also a Manufacturer/Processor, Importer",Pakistan,Cotton (Seed Cotton)
Roots No 1 Farmers Association Inc,"Via - SM5 - PNG Limited, Goroka, 441 EHP, Papua New Guinea",39891,"Producer, Producer that is also a Manufacturer/Processor",Papua New Guinea,Coffee (Arabica)
Rosa Alicia S.A.S,"Calle 19 No. 3 - 71 Apto 504, Rodadero, Santa Marta, Colombia",40261,Producer,Colombia,Banana (Banana)
Rosa Plaza BV,"Legmeerdijk 313, Aalsmeer, Netherlands",29715,"Trader, Importer",Netherlands,Flowers and Plants (Cut Flowers)
Rosas del Monte Rosemonte S.A.,"P.O. BOX 17-17-1467, Del Establo LT50 y del Charro, Edif. Site Center, of. 208 Torre1, Quito, Ecuador",4508,Producer,Ecuador,Flowers and Plants (Cut Flowers)
Rose Cooperative Credit Society,"Bus Stop Lane, Melrose, Montagne Blanche, Mauritius",24301,Producer,Mauritius,Cane sugar (Cane sugar)
Rose de sable,"Plant: Zone industrielle de Nefta-Route de Hezoua, Nefta, 2240 Nefta, Tunisia",37527,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Tunisia,Fresh fruit (Dates)
Rosebud Limited,"Plot 8, Block 413, Busiro, off Entebe Road, Namulanda, Uganda",29072,"Producer, Producer that is also a Manufacturer/Processor",Uganda,Flowers and Plants (Cut Flowers)
Rosen Waibel Holland BV,"Ganzeneiland 18, Moordrecht, 2841 PE, Netherlands",46105,"Trader, Importer, Licensee",Netherlands,Flowers and Plants (Cut Flowers)
Rosenheim Chiemgauer Kaffeerösterei GmbH,"Oberrainer Feld 45, Ostermünchen, 83104, Germany",49561,"Trader, Trader that is also a Manufacturer/Processor",Germany,"Coffee (Arabica, Robusta)"
Roseportal B.V.,"Laan van Verhof 77, Rijnsburg, 2230, Netherlands",37291,"Trader, Importer",Netherlands,Flowers and Plants (Cut Flowers)
Rothfos Corporation,"111 River Street, Suite 1220, Hoboken, 10119, United States",18841,"Trader, Importer",United States,Coffee (Arabica)
Rouages S.A.S.,"Site Agropole - LD Lasserre, Estillac, 47310, France",37012,"Trader, Trader that is also a Manufacturer/Processor",France,Tea (Camellia sinensis)
Rouger production,"305 route de la trappe, Bricquebec, 50260, France",48015,"Trader, Trader that is also a Manufacturer/Processor",France,"Cane sugar (Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
Rowse Honey Ltd,"Moreton Avenue, Wallingford, OX10 9DE, United Kingdom",2596,"Trader, Trader that is also a Manufacturer/Processor",United Kingdom,"Cane sugar (Not specified), Cocoa (Cocoa), Honey (Not specified)"
Royal Chocolates NV,"Ambachtsstraat 13, Mol, 2400, Belgium",35477,"Trader, Trader that is also a Manufacturer/Processor",Belgium,Cocoa (Cocoa)
"Royal Coffee New York, Inc.","661 Hadley Road, South Plainfield, 07080, United States",1620,"Trader, Importer",United States,Coffee (Not specified)
"Royal Coffee, Inc","3396 Powell Street, P.O. Box 8542, Emeryville, 94608, United States",1193,"Trader, Importer, Licensee",United States,Coffee (Not specified)
Royal Steensma BV,"Galvanistraat 1, Leeuwarden, 8912 AX, Netherlands",48620,"Trader, Trader that is also a Manufacturer/Processor",Netherlands,Cocoa (Cocoa)
Royal Taste Company B.V.,"Birkstraat 143A, Soest, 3768HE, Netherlands",22649,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Netherlands,"Cane sugar (Cane sugar), Cocoa (Cocoa), Coffee (Not specified)"
Royal Tea Packing Srl,"Via Fondo alla Grotta 26, Fauglia, 56043, Italy",43304,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Italy,Tea (Camellia sinensis)
Rubanga Cooperative Society Limited,"Rubanga Trading Centre, Rukungiri Road, Mitoma district, Bushenyi, Uganda",34580,"Producer, Producer that is also a Manufacturer/Processor",Uganda,"Coffee (Arabica, Robusta)"
Rubin Mühle GmbH,"Hugsweierer Hauptstraße 32, Lahr, 77933, Germany",40795,"Trader, Trader that is also a Manufacturer/Processor",Germany,"Cane sugar (Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Cinnamon (Cinnamomum zeylanicum, C. cassia))"
Rucquoy Frères,"Van Meterenkaai 4, Bus 14, Antwerpen, 2000, Belgium",1022,"Trader, Importer",Belgium,Coffee (Not specified)
Rudolf Oelz Meisterbaecker GmbH & Co. KG,"Achstraße 9, Dornbirn, 6850, Austria",43798,"Trader, Licensee",Austria,Cocoa (Cocoa)
Rukuriri Tea Factory Company Ltd,"6 km off Embu-Meru road after Runyenjes Town, Kenya",4666,Producer,Kenya,Tea (Camellia sinensis)
Rungeto Farmers Cooperative Society Ltd,"Kibugu - Githure Road, Embu, Kenya",25540,Producer,Kenya,Coffee (Arabica)
Rungwe and Busokelo Tea Cooperative Joint Enterprise Limited,"PO Box 734, Tukuyu, Mbeya, Tanzania",563,Producer,Tanzania,Tea (Camellia sinensis)
Rural Education and Economic Development Society (REEDS),"Canal park Street No. 1 house No. 1 Near Govt. Girls College, Rahim Yar Khan, 64200, Pakistan",43986,Producer,Pakistan,Cotton (Seed Cotton)
Rustam Towel (Pvt) Ltd,"22 -Km Ferozpur Road, Ruhi Nala, Lahore., Lahore, 45600, Pakistan",48769,"Trader, Trader that is also a Manufacturer/Processor",Pakistan,Cotton (Seed Cotton)
Ruth GmbH & Co. KG,"Metternichstraße 7, Bochum, 44867, Germany",43338,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Germany,Cocoa (Cocoa)
Rutishauser AG,"Unterdorf 6, Züberwangen, 9523, Switzerland",34796,"Trader, Trader that is also a Manufacturer/Processor",Switzerland,Flowers and Plants (Young Plant Material for Plants)
Rutishauser-DiVino SA,"Im Eggacker 14, Münchenbuchsee, 3053, Switzerland",38454,"Trader, Importer",Switzerland,Wine grapes (Wine grapes)
Rwanda Farmers Coffee Company Ltd,"PO Box 402, Kigali, Rwanda",33835,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Rwanda,Coffee (Arabica)
Rwenzori Farmers Marketing Co-operative Society Ltd,"Kyarumba, Uganda",31206,"Producer, Producer that is also a Manufacturer/Processor",Uganda,Cotton (Seed Cotton)
Réseau des Producteurs d'Ananas du Bénin (RéPAB),"BP 329, Allada, Benin",37521,Producer,Benin,Fresh fruit (Pineapples)
Révillon Chocolatier,"2 rue du Champ Blanc, Sorbiers, 42290, France",49629,"Trader, Trader that is also a Manufacturer/Processor",France,Cocoa (Cocoa)
Rösterei Keller GmbH,"Tardisstrasse 199, Zizers, 7205, Switzerland",39002,"Trader, Licensee",Switzerland,"Coffee (Arabica, Robusta)"
Rösterei Wissmüller GmbH & Co. KG,"Leipziger Straße 39, Frankfurt/Main, 60487, Germany",1057,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Germany,"Coffee (Arabica, Robusta)"
Röstfein Kaffee GmbH,"Hafenstraße 9, Magdeburg, 39106, Germany",22857,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Germany,"Coffee (Arabica, Robusta)"
Röstkartell GmbH,"Heggenkamp 9, Bohmte, 49163, Germany",42773,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Germany,"Coffee (Arabica, Robusta)"
Rübezahl Schokoladen GmbH,"Dieselstraße 9, Dettingen unter Teck, 73265, Germany",25141,"Trader, Trader that is also a Manufacturer/Processor",Germany,"Cane sugar (Cane sugar), Cocoa (Cocoa)"
S & D Coffee Incorporated,"300 Concord Parkway South, P.O. Box 1628, Concord, 28027, United States",20635,"Trader, Trader that is also a Manufacturer/Processor",United States,Coffee (Arabica)
S L Packaging Private Limited,"Vill Muragacha, P.O. - Jugbriya, P.S - Ghola, Near Chocolate Karkana & HP Gas Godown, Kolkata, 700110, India",46103,"Trader, Trader that is also a Manufacturer/Processor",India,Cotton (Seed Cotton)
S&B Foods Inc.,"38-8 Itabashi-Ku Miyamoto cho, Tokyo, 174-8651, Japan",20958,"Trader, Importer, Exporter, Licensee",Japan,"Herbs, herbal teas & spices (Basil (Ocimum basilicum, O. gratissimum), Black Pepper (Piper nigrum), Cardamom (Elettaria & Amonum species), Cinnamon (Cinnamomum zeylanicum, C. cassia), Clove (Syzygium aromaticum), Fennel (Foeniculum vulgare), , , , , , , )"
S&J International Enterprises Public Company Limited,"600/4 Moo 11, Sukaphiban 8 Road, Nongkharm, Sriracha, 20280, Thailand",22740,"Trader, Trader that is also a Manufacturer/Processor",Thailand,"Cocoa (Cocoa), Oilseeds and Oleaginous fruit (Olive Oil, Shea Butter)"
S. de Mendieta S.A,"Stationsstrasse 57, Uster, 8606, Switzerland",34437,Trader,Switzerland,"Dried fruit (Mango), Nuts (Almonds, Cashew Nut)"
S.A.Aanandan Mill Limited,"Door No 100 , S.F. No 33/1 A , Srivilliputur Road, Padkasuvaithan Patti, Mamsapuram, 626110, India",37314,"Trader, Trader that is also a Manufacturer/Processor, Exporter",India,Cotton (Seed Cotton)
S.A.L.P.A & Cherubini S.R.L.,"Via Toscana 55/57, San Giustino (Pg), 06016, Italy",44870,"Trader, Trader that is also a Manufacturer/Processor",Italy,"Cane sugar (Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
S.A.S MONTS FOURNIL,"18 Rue des Essepes, ZA le Clousis, Saint Jean de Monts, 85167, France",45731,"Trader, Trader that is also a Manufacturer/Processor, Licensee",France,Cocoa (Cocoa)
S.C. EXPERTAROM FOOD INGREDIENTS S.r.l.,"Sos. ALBA IULIA, Nr. 150, Sibiu, 550052, Romania",44763,"Trader, Trader that is also a Manufacturer/Processor",Romania,"Cane sugar (Cane sugar), Cocoa (Cocoa)"
S.I.I.M.,"1 Place Paul Omer-Decugis, BP 70131, Rungis, 94538, France",30387,"Trader, Licensee",France,"Banana (Baby banana, Banana), Fresh fruit (Limes, Lychees, Mangoes)"
"S.ISHIMITSU & CO., LTD","4-40, Iwaya Minami-machi, Nada-ku, Kobe, 657-0856, Japan",30182,"Trader, Trader that is also a Manufacturer/Processor, Importer",Japan,"Coffee (Arabica), Tea (Camellia sinensis)"
S.SPITZ GmbH,"Gmundner Straße 27, Attnang-Puchheim, 4800, Austria",39005,"Trader, Trader that is also a Manufacturer/Processor",Austria,Cocoa (Cocoa)
S3C (Société de Commercialisation de Café Cacao),"Zone portuaire, juste en face de la gare du Mali, Abidjan, Ivory Coast",35804,"Trader, Exporter",Ivory Coast,Cocoa (Cocoa)
SABAROT WASSNER SA,"2 Rue des Perdrix, Z.I. La Combe, CHASPUZAC, 43320, France",35331,"Trader, Trader that is also a Manufacturer/Processor, Importer",France,"Rice (Basmati Pusa, Basmati Traditional)"
SACC-SAS,"San Pedro, San Pedro, Ivory Coast",40560,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Ivory Coast,Cocoa (Cocoa)
SACCA. Moka Efti SA,"Via Angelo Maspoli 4, Mendrisio, 6850, Switzerland",24345,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Switzerland,"Coffee (Arabica, Robusta)"
"SAE Ltd., Kotada & Welbeck Estates","Stanes Amalgamated Estates Ltd., SAE Gardens, 3 A&B, Kamaraj Road, Coimbatore 641 018, Kotada Group, Kotada Estate P.O., 643 236, India",544,Producer,India,Tea (Camellia sinensis)
SAFRACAFE S.A,"Colonia Juan Lindo 27 y 29 Ave, 8 Calle N.0. Contiguo a Mercadito La Colonia., Honduras",35822,"Trader, Trader that is also a Manufacturer/Processor, Exporter",Honduras,Coffee (Arabica)
SAHANALA MADAGASCAR SA,"Lot II K 39 bis Ankadivato, Antananarivo, 101, Madagascar",42537,"Trader, Exporter",Madagascar,"Herbs, herbal teas & spices (Ginger (Zingiber officinale)), Nuts (Cashew Nut)"
SAINT LOUIS SUCRE,"Parc du Millénaire 2, 35 rue de la Gare, Paris, 75019, France",24140,"Trader, Trader that is also a Manufacturer/Processor, Licensee",France,Cane sugar (Cane sugar)
SAM Precious Metals FZ LLC,"C39, Dubai Production City, Dubai, United Arab Emirates",49025,"Trader, Trader that is also a Manufacturer/Processor, Importer, Exporter",United Arab Emirates,Gold & associated Precious Metals (Gold)
SAMMONTANA SPA,"Via Tosco Romagnola 56, EMPOLI, 50053, Italy",46949,"Trader, Trader that is also a Manufacturer/Processor",Italy,Cocoa (Cocoa)
SAN DIEGO S.A.S.,"Calle 15 1 C- 54 Oficina 701, Santa Marta, 470001, Colombia",46530,Producer,Colombia,Banana (Banana)
SANLE EXPORT,"01 BP 341 Rue 7.33 Bat 341 Sect 07, Banfora, Burkina Faso",39549,Producer,Burkina Faso,"Dried fruit (Mango), Fresh fruit (Mangoes)"
SARAF TRADING CORPORATION (P) LIMITED,"2/14, Madathur Bye Pass Road, Tuticorin, 628101, India",25537,"Trader, Trader that is also a Manufacturer/Processor, Exporter",India,"Herbs, herbal teas & spices (Camomile (Matricaria recutita, Anthemis nobilis), Cinnamon (Cinnamomum zeylanicum, C. cassia), Hibiscus (Hibiscus sabdariffa), Lemongrass (Cympobogon citratus, C. flexuosus), Liquorice (Glycyrrhiza glabra), Mint (Mentha species), Rooibos (Aspalathus linearis)), Tea (Camellia sinensis)"
SARCHIO SPA,"Via Dei Trasporti n.22/30, Carpi, 41012, Italy",47781,"Trader, Trader that is also a Manufacturer/Processor",Italy,Cocoa (Cocoa)
SAS Cambell Partner´s,"La Bossardière, 5 route du bas Briacé, Le Landreau, 44430, France",18434,"Trader, Trader that is also a Manufacturer/Processor, Licensee, Importer",France,"Cocoa (Cocoa), Coffee (Not specified), Dried fruit (Mango), Herbs, herbal teas & spices (Black Pepper (Piper nigrum), Cardamom (Elettaria & Amonum species), Cinnamon (Cinnamomum zeylanicum, C. cassia), Clove (Syzygium aromaticum), , , , , , , , ),"
SAS Dardenne,"ZONE ECONOMIOQUE LA SAOUCETTE, RD 8A, Ausson, 31210, France",35442,"Trader, Trader that is also a Manufacturer/Processor",France,"Cane sugar (Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Coconut palm sugar/nectar (Cocos nucifera), Not specified)"
SAS FALIERES,"8 Avenue de la gare, Captieux, 33840, France",46333,"Trader, Trader that is also a Manufacturer/Processor",France,Cocoa (Cocoa)
SAS Fuseau,"Zac de l’hoirie rue charles Lacretelle, Beaucouzé, 49070, France",43532,Trader,France,"Cane sugar (Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
SAS JBG,"136 Rue Pasteur, Bussières, 42510, France",45067,"Trader, Trader that is also a Manufacturer/Processor, Licensee",France,Nuts (Cashew Nut)
SAS LARRERE ET FILS,"2430 Route de Douc, Liposthey, 40410, France",49767,"Trader, Trader that is also a Manufacturer/Processor, Importer",France,"Herbs, herbal teas & spices (Ginger (Zingiber officinale))"
SAS LIOT,"Zib boulevard de la république, Annezin, 62232, France",43427,"Trader, Trader that is also a Manufacturer/Processor",France,Cane sugar (Cane sugar)
SAS Maxicoffee.com,"25 Rue de Galeben, Mios, 33380, France",41854,"Trader, Trader that is also a Manufacturer/Processor, Licensee",France,Coffee (Not specified)
SAS NV,"Lilsedijk 36, Beerse, 2340, Belgium",1778,"Trader, Trader that is also a Manufacturer/Processor, Licensee",Belgium,Coffee (Not specified)
SATI,"4 rue de Nantes -, B.P 60065, Strasbourg Cedex, 67027, France",3031,"Trader, Trader that is also a Manufacturer/Processor, Licensee",France,Coffee (Arabica)
SAVAN (SAHANALA ADM VANILLA),"Lot II K 39 BIS ANKADIVATO, 101, Antananarivo, Madagascar",47060,"Trader, Exporter",Madagascar,"Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
SAVANILLE,"BP 155 – 110 Antsirabe, Chez Madame Gigi, Antsirabe-Nord, Antsirabe, Madagascar",21408,Producer,Madagascar,"Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
SAVERDE BV,"DEEFAKKERSTRAAT 5, INGELMUNSTER, 8770, Belgium",45347,"Trader, Trader that is also a Manufacturer/Processor",Belgium,Cocoa (Cocoa)
SBJP - Scottish Bottling &Juices Netherlands B.V,"Hofplein 20, Rotterdam, 3032 AC, Netherlands",43819,"Trader, Trader that is also a Manufacturer/Processor, Importer",Netherlands,"Fruit juices (Lime, Orange), Pulp (Guava, Mango)"
SBN,"Nabedjakaha sous prefecture de Tortiya, Niakaramandougou, Ivory Coast",43418,Producer,Ivory Coast,Banana (Banana)
"SC Foods Co., Ltd","Sumitomo Corporation, Takebashi Bldg, 13F, 1-2-2 Hitotsubashi,Chiyoda-ku, Tokyo, 100-0003, Japan",31283,"Trader, Importer, Exporter",Japan,"Coffee (Arabica, Robusta), Oilseeds and Oleaginous fruit (Sesame Seed, Sesame oil)"
SC Swiss Commercial GmbH,"Turmstraße 16, Konstanz, 78467, Germany",33618,Trader,Germany,Rice (Not specified)
SCABK COOP-CA,", Divo, Ivory Coast",43239,Producer,Ivory Coast,Cocoa (Cocoa)
SCACCN SCOOPS,"Rond point de la ville non loin de la station totale, N'douci, Ivory Coast",43187,Producer,Ivory Coast,Cocoa (Cocoa)
SCAED COOP-CA,"Dakpadou, Sassandra, Ivory Coast",39525,Producer,Ivory Coast,Cocoa (Cocoa)
SCAES COOP-CA,"BP 29 Méagui, Quartier Prospère, Méagui, Ivory Coast",33661,Producer,Ivory Coast,Cocoa (Cocoa)
SCAFKO-SCOOPS,", Bouaflé, Ivory Coast",40522,Producer,Ivory Coast,Cocoa (Cocoa)
SCANDI COOP-CA,"BP 07 Diegonefla, Diegonefla, Ivory Coast",36367,Producer,Ivory Coast,Cocoa (Cocoa)
SCANFI-SCOOPS,"396 Abengourou, Abengourou, Ivory Coast",34718,Producer,Ivory Coast,"Cocoa (Cocoa), Coffee (Robusta)"
SCAPCCA SCOOPS,"BP 68 Toumodi, Toumodi, Ivory Coast",37168,Producer,Ivory Coast,Cocoa (Cocoa)
SCAWSN COOP-CA,", Nigré, Ivory Coast",40618,Producer,Ivory Coast,Cocoa (Cocoa)
SCHOKINAG-Schokolade-Industrie GmbH,"Neckarvorlandstrasse 21-25, Mannheim, 68159, Germany",33230,"Trader, Trader that is also a Manufacturer/Processor",Germany,"Cane sugar (Cane sugar), Cocoa (Cocoa), Herbs, herbal teas & spices (Vanilla (Vanilla mexicana, V. fragrans, V. planifolia))"
SCINPA COOP-CA,"Quartier Commerce, Rue CFAO, BP 607, Agboville, Ivory Coast",31847,"Producer that also exports for other producers, Exporter, Producer, Licensee",Ivory Coast,Cocoa (Cocoa)
SCJPAB COOP-CA,", Bangolo, Ivory Coast",37236,Producer,Ivory Coast,Cocoa (Cocoa)
SCM Garments Private Limited,"57, Voc Nagar (South), Kumar Nagar, Valayankadu, Tirupur, 641603, India",42252,"Trader, Trader that is also a Manufacturer/Processor",India,Cotton (Seed Cotton)
SCOABEB-COOP-CA,", Bloléquin, Ivory Coast",41438,Producer,Ivory Coast,Cocoa (Cocoa)
SCOABEG-COOP-CA,"01 BP 2103 San Pedro 01, Sago, Ivory Coast",41433,Producer,Ivory Coast,Cocoa (Cocoa)
SCOAPANI COOP-CA,", Tabou-Djouroutou, Ivory Coast",42980,Producer,Ivory Coast,Cocoa (Cocoa)
SCOES-SCOOPS,"BP 177 Sinfra, Guepahouo, Ivory Coast",38477,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOP 3A - COOP CA,"BP 665, Adzopé, Ivory Coast",42564,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOP TPF/BANDOUGOU,"s/c Gebana, Kénédougou, Bobo Dioulasso, Burkina Faso",39367,Producer,Burkina Faso,"Fresh fruit (Mangoes), Nuts (Cashew Nut)"
SCOOP-CA COOPAKE,"60 km à l'est de Bobo, Kénédougou, Orodara, Burkina Faso",4747,Producer,Burkina Faso,"Dried fruit (Mango), Fresh fruit (Mangoes), Herbs, herbal teas & spices (Hibiscus (Hibiscus sabdariffa)), Nuts (Cashew Nut), Oilseeds and Oleaginous fruit (Sesame Seed, Shea Butter)"
SCOOPAGED COOP CA,"BP 1173 Divo, Divo, Ivory Coast",37787,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPAKAM,"BP 890 Divo, Divo, Ivory Coast",41177,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPASAB COOP- CA,"Rue Menant a Katiola, Face du lycée Saint Jacues, Bouaké, Ivory Coast",37094,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPECO COOP-CA,", Divo, Ivory Coast",38396,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPINECC SCOOPS,"Axe de Gagnoa, Dodougnoa, Ivory Coast",38656,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPRAZA COOP-CA,", Issia, Ivory Coast",41218,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS ANOUANZE D'AKADIAFOUE,", Akadiafoué, Ivory Coast",46322,Producer,Ivory Coast,Nuts (Cashew Nut)
SCOOPS CAPROBLO,"BP 532 Guiglo, Bloléquin, Ivory Coast",49185,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS COASADA,"Quartier Gare, Region des grands ponts, Grand Lahou, Ivory Coast",37237,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS COCOBIO,", Adiake, Ivory Coast",46485,Producer,Ivory Coast,Oilseeds and Oleaginous fruit (Coconut)
SCOOPS COODIG,"Guiberoua quartier commerce, Guiberoua, Ivory Coast",36549,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS COOPAFLS,"Samo, Bonoua, Ivory Coast",47554,Producer,Ivory Coast,"Fresh fruit (Pineapples), Oilseeds and Oleaginous fruit (Coconut)"
SCOOPS COPRONOS,"01 BP 2288 Bobo-Dioulasso 01, Samogohiri (Kenédougou), Bobo-Dioulasso, Burkina Faso",30448,Producer,Burkina Faso,Nuts (Cashew Nut)
SCOOPS ECAM,"BP162 Yamoussoukro, Yamoussoukro, Ivory Coast",37110,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS IKPA D'ANONOE,"BP 185 Badou, Badou, Togo",37922,Producer,Togo,Cocoa (Cocoa)
SCOOPS IVOIRE GUEMON,"BP 722, Duekoue, Ivory Coast",43005,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS MOYE de Yoboué Nzue,", Beoumi, Ivory Coast",46321,Producer,Ivory Coast,Nuts (Cashew Nut)
SCOOPS NIDROU,", Kouibli, Ivory Coast",41053,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS SCAB,"01 BP 1533 San Pedro 01, Grand Bereby, Ivory Coast",41134,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS SCOOPAT,", Toulepleu, Ivory Coast",48942,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS SOCA2PD,"01 BP, Divo, Ivory Coast",39718,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS WEBE,", Bonérédougou, Ivory Coast",38479,Producer,Ivory Coast,"Cocoa (Cocoa), Nuts (Cashew Nut)"
SCOOPS YARAPAN PINSOLODOUGOU,", Dabakala, Ivory Coast",46323,Producer,Ivory Coast,Nuts (Cashew Nut)
SCOOPS-ABOKA,"Sahue S/P Gomon, Sikensi, Ivory Coast",43305,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-ANA.DUE,"BP 536 Duekoue, Duekoue, Ivory Coast",37349,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-CASD,"BP 138 Duekoue, Duekoue, Ivory Coast",35456,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-CHOUBOUPI-PTF,"Gebana, Kuini, Kénédougou, Bobo Dioulasso, Burkina Faso",39406,Producer,Burkina Faso,"Fresh fruit (Mangoes), Nuts (Cashew Nut)"
SCOOPS-COOPADI,", Duékoué, Ivory Coast",39166,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-COOPAPIG,"Gohouo-Zanga, Bangolo, Ivory Coast",31881,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-COPRAKO,"BP 58, Korhogo, Ivory Coast",39727,Producer,Ivory Coast,Fresh fruit (Mangoes)
SCOOPS-DFA,"Divo Quartier Libanais, Divo, Ivory Coast",38395,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-ECAB,"11 BP 1616 Abidjan 11, Blolequin, Ivory Coast",38343,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-ECAPG,"BP 364 Gagnoa, Gagnoa, Ivory Coast",37175,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-EDIFIE-DOUKOUYA,"BP 65, Goulikao, Ivory Coast",36543,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-IZ,"Zagné non-loin du grand dépôt de poisson, Zagne, Ivory Coast",41242,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-KRIHIRI,"Bassehoa, Guiberoua, Ivory Coast",39450,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-PFK,", Koloko, Burkina Faso",19970,Producer,Burkina Faso,"Fresh fruit (Mangoes), Herbs, herbal teas & spices (Ginger (Zingiber officinale)), Nuts (Cashew Nut)"
SCOOPS-PLAMO,"Quartier wollo de Sinematiali, Sinematiali, Ivory Coast",36233,Producer,Ivory Coast,Fresh fruit (Mangoes)
SCOOPS-PMGS/T,", Toussiana, Burkina Faso",43592,Producer,Burkina Faso,"Fresh fruit (Mangoes), Nuts (Cashew Nut)"
SCOOPS-Producteur Moderne de Bangueli (PMB),"BP 138 Duekoue, Duékoué, Ivory Coast",38786,Producer,Ivory Coast,Cocoa (Cocoa)
SCOOPS-Producteurs de Mangue de Gnipié,"06 BP 9101, Ouagadougou, Burkina Faso",33561,"Producer, Producer that is also a Manufacturer/Processor",Burkina Faso,"Dried fruit (Mango), Fresh fruit (Mangoes), Herbs, herbal teas & spices (Hibiscus (Hibiscus sabdariffa)), Nuts (Cashew Nut)"
SCOOPS-SAHS,"BP 306 Daloa, Daloa, Ivory Coast",39053,"Producer, Licensee",Ivory Coast,Cocoa (Cocoa)
