activity_id,unit_type,co2e_kg,co2e_unit,gas_co2e_total,gas_co2e_other,gas_co2,gas_ch4,gas_n2o,name,id,access_type,source,source_dataset,year,category,source_lca_activity,data_quality_flags
consumer_goods-type_pickled_onions-origin_region_uk_import_market_mix,Weight,25.29,kg,25.29,,,,,Pickled onions,555f651e-7607-4297-b155-570f7b9559fa,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_pickled_pepper-origin_region_uk,Weight,35.51,kg,35.51,,,,,Pickled pepper,2f1c0713-170b-41c1-baa8-5c600ad17ae9,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_pickled_pepper-origin_region_uk_import_market_mix,Weight,34.68,kg,34.68,,,,,Pickled pepper,2f3573a1-4545-4cb7-aa3a-cc628ae96673,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_plant_based_sausages_cardboard_box_with_pe_wax-origin_region_multi_region,Weight,19.72,kg,19.72,,,,,Plant-based sausages cardboard box with PE wax,45ece968-6444-4228-a790-bdb9529f0348,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_pork,Weight,54.9,kg,54.9,,17.62,0.858,0.0435,Pork (fresh),27012aa7-ca5a-4fbd-bb9d-b5477f4a780b,public,GEMIS,GEMIS model and database v5.0,2015,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_pork_pe_tray_with_pe_film-origin_region_multi_region,Weight,89.1,kg,89.1,,,,,Pork PE tray with PE film,22f290fa-f7cf-4f3d-9a84-817a665ac9eb,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_pork_sausages_pe_tray_with_pe_film-origin_region_multi_region,Weight,79.58,kg,79.58,,,,,Pork sausages PE tray with PE film,d849b707-8f92-4863-b91a-9d358bd59499,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_potatoes_and_other_tuber_vegetables,Money,11.08,kg,11.08,,,,,Potatoes and other tuber vegetables,0253cf67-dce8-4425-8508-73c303a8fa68,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_potatoes_chips-origin_region_uk,Weight,27.29,kg,27.29,,,,,Potatoes chips,df7e0ea9-574e-4b5e-b859-764aec8a6dc7,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_potatoes_chips-origin_region_uk_import_market_mix,Weight,28.7,kg,28.7,,,,,Potatoes chips,257b8da9-d383-4e79-915b-a842c68a62c0,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_potatoes_crisps-origin_region_uk,Weight,42.68,kg,42.68,,,,,Potatoes crisps,ae83737f-2455-49f2-98df-021edccf1001,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_potatoes_crisps-origin_region_uk_import_market_mix,Weight,43.7,kg,43.7,,,,,Potatoes crisps,0f83259b-1fbd-4d41-a7f0-ac8a66ccd5f0,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_potatoes_dry,Weight,34.28,kg,34.28,,30.33,0.041,0.0103,Potatoes (dry),04b04741-c001-46de-a044-11dd36e82b21,public,GEMIS,GEMIS model and database v5.0,2015,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_potatoes_fresh,Weight,1.49,kg,1.49,,1.08,0.001,0.0013,Potatoes (fresh),d6d1c404-6d07-4218-99d4-ccbc34347159,public,GEMIS,GEMIS model and database v5.0,2015,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_potatoes_fries,Weight,7.91,kg,7.91,,6.72,0.009,0.003,Potatoes (fries),782b9c77-5d30-4175-a253-ad98658ab1d4,public,GEMIS,GEMIS model and database v5.0,2015,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_poultry_processing,Money,3.91,kg,3.91,,1.96,0.0271,0.00441,Poultry processing,c4e18c55-5fa1-4609-9adf-8010a3b21206,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_prepared_and_packaged_seafood_products,Money,10.81,kg,10.81,0.2417,3.494,0.1618,0.008245,Prepared and packaged seafood products,170a4220-8875-4cea-9e1d-f7067a707ab2,public,OpenIO-Canada,OpenIO v2.9,2020,Food/Beverages/Tobacco,cradle_to_gate,[]
consumer_goods-type_prepared_fruit_and_nuts,Money,4.711,kg,4.711,,,,,Prepared fruit and nuts,6bb6fe6a-7d01-4c65-a15f-273b1f2050a3,public,Market Economics Limited,Consumption emissions modelling - Cons EF 199 SUT,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_prepared_meals,Money,7.177,kg,7.177,0.08906,4.669,0.05735,0.002589,Prepared meals,8e07c87b-26f7-4f31-a089-1c24a8a64f35,public,OpenIO-Canada,OpenIO v2.9,2020,Food/Beverages/Tobacco,cradle_to_gate,[]
consumer_goods-type_prepared_meals_fresh_frozen_or_dried,Money,4.151,kg,4.151,,,,,Prepared meals (fresh/frozen or dried),72322f92-3d2c-47cb-bae4-050158d913b0,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_prepared_vegetables,Money,4.703,kg,4.703,,,,,Prepared vegetables,01f7001e-d0c3-4c5d-b08c-b9bb5e505710,public,Market Economics Limited,Consumption emissions modelling - Cons EF 199 SUT,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_preserved_fruit_and_vegetables_and_frozen_foods,Money,7.628,kg,7.628,0.09753,5.365,0.04467,0.003042,Preserved fruit and vegetables and frozen foods,c2df7141-50d3-4a66-bb8f-19b682f77a6f,public,OpenIO-Canada,OpenIO v2.9,2020,Food/Beverages/Tobacco,cradle_to_gate,[]
consumer_goods-type_preserved_meat_and_meat_products,Money,5.937,kg,5.937,,2.488,,,Preserved meat and meat products,64c7dd66-b71e-49f6-a924-2bd45e1261ec,public,BEIS,UK and England's carbon footprint to 2021,2021,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_preserved_milk,Money,17.21,kg,17.21,,,,,Preserved milk,c3ae80b1-7a48-4bc4-b86e-1153bb0dddb0,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_preserved_prepared_and_processed_meat,Money,21.54,kg,21.54,,,,,Preserved / prepared and processed meat,82412bb6-b5ba-471b-b635-561edf5bd0c5,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_processed_and_preserved_fish_crustaceans_molluscs_fruit_and_vegetables,Money,5.417,kg,5.417,,2.954,,,Processed and preserved fish / crustaceans / molluscs / fruit and vegetables,91b25ca5-cff7-4424-85a5-51c0519a14aa,public,BEIS,UK and England's carbon footprint to 2021,2021,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_processed_broccoli-origin_region_uk,Weight,4.963,kg,4.963,,,,,Processed broccoli,6c7fdfa3-3c66-433a-92a1-49a51c971161,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_processed_broccoli-origin_region_uk_import_market_mix,Weight,7.562,kg,7.562,,,,,Processed broccoli,5b034270-aceb-4f55-b592-bb1f828fdac2,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_processed_cabbage-origin_region_uk,Weight,3.314,kg,3.314,,,,,Processed cabbage,e8c2bbc9-5455-4d8f-aada-37e11f6aa972,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_processed_cabbage-origin_region_uk_import_market_mix,Weight,4.515,kg,4.515,,,,,Processed cabbage,6ff53675-c164-4dae-b369-086f0d1dc2c6,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_processed_carrots-origin_region_uk,Weight,8.545,kg,8.545,,,,,Processed carrots,8d8f091f-065a-4f95-a3ad-af535f7a306e,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_processed_carrots-origin_region_uk_import_market_mix,Weight,11.69,kg,11.69,,,,,Processed carrots,093ad8bc-0b2c-4345-b624-7b152754fe74,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_processed_cauliflower-origin_region_uk,Weight,4.488,kg,4.488,,,,,Processed cauliflower,0eb75774-84b8-4cdd-929c-c92fd0d3cc20,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_processed_cauliflower-origin_region_uk_import_market_mix,Weight,6.963,kg,6.963,,,,,Processed cauliflower,673d42ac-fc18-4402-933b-0e0ee1ac2f0b,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_processed_fluid_milk_and_milk_products,Money,35.64,kg,35.64,0.09025,8.879,0.6382,0.02802,Processed fluid milk and milk products,04ba2f1e-9ee6-4cea-b120-4dbf50f006ab,public,OpenIO-Canada,OpenIO v2.9,2020,Food/Beverages/Tobacco,cradle_to_gate,[]
consumer_goods-type_processed_lettuce-origin_region_uk,Weight,5.253,kg,5.253,,,,,Processed lettuce,7794abad-ebb5-4a14-beca-3ea46fa33881,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_processed_lettuce-origin_region_uk_import_market_mix,Weight,7.865,kg,7.865,,,,,Processed lettuce,7d2beec8-611d-42d3-9206-2ab183e1c193,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_processed_meat_products_other_miscellaneous_meats_and_animal_by_products,Money,27.71,kg,27.71,0.1171,7.434,0.5132,0.01781,Processed meat products / other miscellaneous meats and animal by-products,0a79cac2-5383-4524-a434-1d5a49f7a190,public,OpenIO-Canada,OpenIO v2.9,2020,Food/Beverages/Tobacco,cradle_to_gate,[]
consumer_goods-type_processed_onions-origin_region_uk,Weight,7.934,kg,7.934,,,,,Processed onions,414ae761-35e4-43c2-a2b7-d13e2de1a4d9,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_processed_onions-origin_region_uk_import_market_mix,Weight,7.934,kg,7.934,,,,,Processed onions,1b1b67c1-1df2-4053-a1ed-cd2025711133,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_processed_rice,Money,91.03,kg,91.03,,,,,Processed rice,e62533b8-b944-4bf2-9836-622ea8e1b919,public,EXIOBASE,EXIOBASE 3,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_processed_sweet_corn-origin_region_uk,Weight,9.06,kg,9.06,,,,,Processed sweet corn,7c6bfa1a-a206-4051-81a7-6998145d19d6,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_processed_sweet_corn-origin_region_uk_import_market_mix,Weight,12.29,kg,12.29,,,,,Processed sweet corn,13d68e54-3cfa-44fa-a5f4-56634a8360ca,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_ready_to_eat_food,Money,2.439,kg,2.439,,,,,Ready-to-eat food,d458cfcb-f7ed-4622-afeb-23636f35af24,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_refined_vegetable_olive_seed_oils,Money,9.85,kg,,0.06,6.06,0.03,0.01,Refined vegetable/olive and seed oils,daf51e9a-8ed4-4872-8e04-8da89a9fa018,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_rendering_and_meat_byproduct_processing,Money,11.2,kg,11.2,,1.88,0.203,0.0136,Rendering and meat byproduct processing,868dac50-f850-4e7d-b978-cf9a9ce76083,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_restaurant_meals,Money,2.549,kg,2.549,,,,,Restaurant meals,78351826-23a6-4e46-8ec3-736e763bf51f,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_retail_bakeries,Money,2.53,kg,2.53,,1.62,0.00971,0.00229,Retail bakeries,7d341525-118d-4b0f-b6ea-fe1fd07b30be,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_rice,Weight,48.47,kg,48.47,,30.13,0.513,0.0111,Rice (imported),3d9a7030-8726-4363-aa38-430284c754e5,public,GEMIS,GEMIS model and database v5.0,2015,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_rice_ldpe_bag-origin_region_multi_region,Weight,33.45,kg,33.45,,,,,Rice LDPE bag,aeedf001-4836-4fa7-a139-4b86d56257a1,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_rice_milling,Money,7.69,kg,7.69,,2.76,0.032,0.0151,Rice milling,3329a4f0-fadf-4797-ba1b-d7fdaa209cca,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_roasted_nuts_and_peanut_butter,Money,3.72,kg,3.72,,2.02,0.00973,0.00521,Roasted nuts and peanut butter manufacturing,88ba4015-ffbd-45f8-a700-a702e8516338,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_root_crops_bulbs_and_mushrooms_fresh_or_chilled,Money,11.08,kg,11.08,,,,,Root crops/bulbs and mushrooms (fresh or chilled),d7855880-b4f7-433f-a821-eb77e1b0a77b,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_salami_pe_tray_with_pe_film-origin_region_multi_region,Weight,138.3,kg,138.3,,,,,Salami PE tray with PE film,72e38510-dfd2-423a-9175-462636b2b02b,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_salmon_pe_tray_with_pe_film-origin_region_multi_region,Weight,61.7,kg,61.7,,,,,Salmon PE tray with PE film,fde42b85-f6e9-41a4-aa29-f653bd857336,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_salt_spices_culinary_herbs_and_other_condiments,Money,7.411,kg,7.411,,,,,Salt/spices/culinary herbs and other condiments,3d037908-8cb9-4b67-a69d-6c40b6a4c707,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_sauces,Money,4.692,kg,4.692,,,,,Sauces,7136ee6e-1cac-4807-b384-d26567adf1ed,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_sausage,Weight,53.11,kg,53.11,,17.76,0.487,0.0782,Sausage,93bf5668-2453-46db-86e3-782fd82582f6,public,GEMIS,GEMIS model and database v5.0,2015,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_seafood,Money,2.66,kg,2.66,,2.07,0.0126,0.000801,Seafood product preparation and packaging,46e4545f-e749-4040-a800-e924eb1c8274,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_seasonings_dressings,Money,3.98,kg,,0.05,3.18,0.03,0.0,Seasonings and dressings,eadcbd1d-87b8-4ba7-a614-23ebf5d38f42,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_snack_food_products,Money,14.41,kg,14.41,0.1058,5.416,0.2102,0.009597,Snack food products,1d783c8a-14bc-48d9-9a61-efb8bb37c770,public,OpenIO-Canada,OpenIO v2.9,2020,Food/Beverages/Tobacco,cradle_to_gate,[]
consumer_goods-type_snack_foods,Money,1.32,kg,1.32,,0.964,0.00703,0.000503,Snack and nonalcoholic beverage bars,5d142334-a3e8-4976-9cc1-82459d7a4f11,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food and Beverage Services,cradle_to_shelf,[]
consumer_goods-type_soft_drink,Money,2.14,kg,2.14,,1.69,0.00773,0.00059,Soft drink manufacturing,55bb365b-b528-425f-9eef-f7a42ce170dd,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_soft_drinks,Money,3.062,kg,3.062,,1.671,,,Soft drinks,77a57231-15be-41ff-9cc2-cfe826b2fe9c,public,BEIS,UK and England's carbon footprint to 2021,2021,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_soft_drinks_bottled_water_ice,Money,4.35,kg,,0.15,3.7,0.02,0.0,Soft drinks/bottled water and ice,f60fd587-742b-414d-b6ec-9c564fa48916,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_soups,Money,4.758,kg,4.758,,,,,Soups,c222f489-a927-4220-b62e-5ac0574fa928,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_soybean_other_oilseed_processing,Money,5.11,kg,5.11,,2.23,0.0059,0.0101,Soybean and other oilseed processing,dd2da644-1abd-4602-af11-14be592744de,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_soybeans_tofu-origin_region_global,Weight,26.01,kg,26.01,,,,,Soybeans (tofu),2d158ccd-29eb-4230-bee3-c9d11de63b44,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2018,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_specialty_canning,Money,3.81,kg,3.81,,2.33,0.0268,0.00242,Specialty canning,95837f05-3300-4fa8-8299-93a44d9f2e06,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_spice_and_extract,Money,3.44,kg,3.44,,2.1,0.013,0.00356,Spice and extract manufacturing,073c8b53-78d3-4b0a-ad9e-68c622b60857,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_spirits_and_liqueurs_consumed_off_licensed_premises,Money,3.266,kg,3.266,,,,,Spirits and liqueurs consumed off licensed premises,e3f9cae9-aeb5-4e3d-8f04-ca79beb49039,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_spirits_and_liqueurs_consumed_on_licensed_premises,Money,2.681,kg,2.681,,,,,Spirits and liqueurs consumed on licensed premises,7fcebdd9-95f9-413f-9fda-262d18d7aca5,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_spirits_and_tobacco_products,Money,3.266,kg,3.266,,,,,Spirits and tobacco products,fce3682a-c590-4438-a23d-57645d015744,public,Market Economics Limited,Consumption emissions modelling - Cons EF 199 SUT,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_starches,Money,16.41,kg,16.41,,,,,Starches,54d43764-b0ba-44bc-80e7-207e1f2fca13,public,Market Economics Limited,Consumption emissions modelling - Cons EF 199 SUT,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_stemmed_redried_or_reconstituted_tobacco,Money,3.259,kg,3.259,0.1965,2.573,0.01231,0.0004382,Stemmed / redried or reconstituted tobacco,57576ffb-451f-4a97-a775-17cfaaa3b9d6,public,OpenIO-Canada,OpenIO v2.9,2020,Food/Beverages/Tobacco,cradle_to_gate,[]
consumer_goods-type_stocks_food_colourings_and_flavourings,Money,4.758,kg,4.758,,,,,Stocks/food colourings and flavourings,8bc2647d-7574-42d7-8373-51fbc0c0b611,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_stone_fruit_fresh_or_chilled,Money,6.312,kg,6.312,,,,,Stone fruit (fresh or chilled),2df8352a-ab2b-46c5-9fca-34139df5d648,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_strawberries_pe_tray-origin_region_multi_region,Weight,9.652,kg,9.652,,,,,Strawberries PE tray,e55fbd08-2f81-4533-b21f-883427acae5c,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_sugar,Money,45.99,kg,45.99,,,,,Sugar,3bfd6b65-1d80-4a4f-bdf6-c5713fda64f8,public,EXIOBASE,EXIOBASE 3,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_sugar_and_sugar_mill_by_products,Money,10.72,kg,10.72,0.1672,8.888,0.02956,0.002829,Sugar and sugar mill by-products,cd51a529-aaf5-4780-8678-0392fe54fd43,public,OpenIO-Canada,OpenIO v2.9,2020,Food/Beverages/Tobacco,cradle_to_gate,[]
consumer_goods-type_sugar_candy_chocolate,Money,5.24,kg,,0.07,4.42,0.03,0.0,Sugar/candy and chocolate,0ed53ac8-9b87-47b1-82aa-aecd1b15c0a0,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_sugar_cocoa_chocolate_and_food_products_nec,Money,10.81,kg,10.81,,,,,Sugar/cocoa/chocolate and food products nec,3e90dba9-9fad-456a-84bb-ad2b25b32a73,public,Market Economics Limited,Consumption emissions modelling - Cons EF 199 SUT,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_sugar_confectionary_condiments_spices,Money,3.455,kg,3.455,,,,,Sugar/confectionary/condiments/spices,529667af-da86-4d1d-a695-3305962415a9,public,BEIS,UK full dataset including conversion factors by COICOP code (archived),2018,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_sunflower_seeds_ldpe_bag-origin_region_multi_region,Weight,24.06,kg,24.06,,,,,Sunflower seeds LDPE bag,f871112f-6639-49eb-bfcb-cc5105ee6dcb,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_supermarkets_and_other_grocery_except_convenience_stores,Money,1.86,kg,1.86,,1.58,0.00498,0.000428,Supermarkets and other grocery (except convenience) stores,7cabe604-660a-40ed-bf3c-a3a5311c1061,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_takeaway_meal,Weight,19.0,kg,19.0,,,,,Takeaway meal,bdb72689-e064-4baf-857c-42dff968205b,public,CAEP,China Products Carbon Footprint Factors Database,2022,Food/Beverages/Tobacco,cradle_to_gate,[]
consumer_goods-type_tea,Money,4.758,kg,4.758,,,,,Tea,60ca8041-bd0e-4f60-9dc5-0f13ce7b244c,public,Market Economics Limited,Consumption emissions modelling - Cons EF 247 NZHES,2019,Food/Beverages/Tobacco,unknown,[]
consumer_goods-type_tobacco_cotton_sugarcane_peanuts_sugar_beets_herbs_spices_other_crops,Money,16.47,kg,,0.06,6.72,0.03,0.03,Tobacco/cotton/sugarcane/peanuts/sugar beets/herbs and spices and other crops,301ce553-8ad3-4156-a74e-97ae98f55ec1,public,EPA,Supply Chain Factors Dataset (commodities),2018,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_tobacco_products,Money,1.01,kg,1.01,,0.759,0.00253,0.000595,Tobacco manufacturing,e10bb82b-9211-4a10-8bea-9bed8bbf18e6,public,EPA,Supply Chain Greenhouse Gas Emission Factors v1.3,2022,Food/Beverages/Tobacco,cradle_to_shelf,[]
consumer_goods-type_tofu_pe_tray_with_pe_film-origin_region_multi_region,Weight,26.42,kg,26.42,,,,,Tofu PE tray with PE film,0c2ba885-ddd1-478a-9d71-3927a8089eef,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_tomato_ketchup_glass_jar_with_aluminium_lid-origin_region_multi_region,Weight,40.9,kg,40.9,,,,,Tomato ketchup glass jar with aluminium lid,4aac68dd-33f8-4c09-a07b-debcfc0bc838,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
consumer_goods-type_tomato_paste-origin_region_uk_import_market_mix,Weight,45.32,kg,45.32,,,,,Tomato paste,3e96bfce-b0d6-4468-bfec-f02a7a2468cb,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2019,Food/Beverages/Tobacco,cradle_to_processing_gate,[]
consumer_goods-type_tomato_puree_ldpe_squeeze_tube_with_pp_lid-origin_region_multi_region,Weight,85.86,kg,85.86,,,,,Tomato puree LDPE squeeze tube with PP lid,44054d96-a819-475e-ae13-f3a4e0931e13,public,WRAP,Scope 3 GHG Measurement and Reporting Protocols for Food and Drink,2022,Food/Beverages/Tobacco,cradle_to_processing_gate,['notable_methodological_variance']
